Time,Res_8_bit,Res_10_bit,Res_12_bit
16:35:42,13394.496,13484.852,13527.721
16:35:43,13394.496,13517.241,13542.603
16:35:44,13611.113,13441.796,13492.626
16:35:45,13394.496,13441.796,13467.051
16:35:46,13181.82,13495.636,13410.702
16:35:47,13181.82,13463.303,13469.737
16:35:48,13394.496,13409.611,13446.894
16:35:49,13394.496,13271.158,13469.737
16:35:50,13394.496,13334.854,13293.517
16:35:52,13394.496,13377.517,13316.062
16:35:53,13181.82,13186.764,13134.284
16:35:54,13181.82,13102.982,13207.707
16:35:55,13394.496,13113.421,13180.12
16:35:56,12972.974,13155.274,13159.146
16:35:57,12972.974,13061.317,13165.697
16:35:58,13181.82,13040.541,13009.497
16:35:59,12972.974,13061.317,12982.377
16:36:00,12972.974,13082.13,13004.323
16:36:02,12767.858,12875.672,12921.914
16:36:03,12767.858,12926.939,12895
16:36:04,12566.372,12834.822,12955.323
16:36:05,12767.858,12834.822,12798.128
16:36:06,12767.858,12814.453,12801.94
16:36:07,12767.858,12763.687,12798.128
16:36:08,12767.858,12713.145,12741.157
16:36:09,12566.372,12733.334,12702.073
16:36:11,12767.858,12592.757,12621.811
16:36:12,12566.372,12723.235,12681.955
16:36:13,12566.372,12682.928,12619.311
16:36:14,12566.372,12753.56,12636.817
16:36:15,12566.372,12692.991,12702.073
16:36:16,12566.372,12753.56,12728.535
16:36:17,12767.858,12662.828,12765.178
16:36:18,12767.858,12814.453,12658.107
16:36:19,12767.858,12692.991,12768.973
16:36:21,12972.974,12733.334,12781.641
16:36:22,12767.858,12763.687,12742.418
16:36:23,12767.858,12783.965,12670.65
16:36:24,12368.423,12682.928,12758.85
16:36:25,12566.372,12602.74,12608.07
16:36:26,12566.372,12582.782,12588.121
16:36:27,12972.974,12682.928,12616.811
16:36:28,12566.372,12572.816,12615.563
16:36:29,12767.858,12703.063,12593.104
16:36:31,12368.423,12552.911,12571.931
16:36:32,12566.372,12533.04,12619.311
16:36:33,12368.423,12572.816,12604.326
16:36:34,12566.372,12612.732,12549.561
16:36:35,12566.372,12622.734,12528.471
16:36:36,12368.423,12493.404,12483.938
16:36:37,12566.372,12473.64,12538.393
16:36:38,12566.372,12552.911,12509.894
16:36:40,12368.423,12444.055,12462.975
16:36:41,12368.423,12473.64,12421.158
16:36:42,12368.423,12424.376,12472.835
16:36:43,12368.423,12434.212,12455.581
16:36:44,12173.914,12394.922,12330.68
16:36:45,12173.914,12404.731,12351.397
16:36:46,12173.914,12326.496,12324.591
16:36:47,12173.914,12326.496,12336.768
16:36:48,12173.914,12277.876,12361.163
16:36:50,12173.914,12190.891,12279.652
16:36:51,12173.914,12297.299,12255.437
16:36:52,12173.914,12200.522,12207.16
16:36:53,11982.761,12239.132,12120.787
16:36:54,12173.914,12114.139,12179.493
16:36:55,11982.761,12190.891,12173.489
16:36:56,11982.761,12152.447,12110.034
